0,Store ID,Gregorian Date,Hijri Date,Day,Greg. Month,Hijri Month,Location,Store Size,Parking,Mall,Work Hours,Cost/day,Promotion,Customer Base,Advertisements,Competition,Customers,Profit/day
3549,fil-2110,2/28/2009 0:00,1430-03-03,Saturday,February,Rabi’ al-Awwal,Border,Grande,2445,Yes,18 hrs,SAR 328506.0,Regular,936656,561993,4,14671,SAR 811025
3550,fil-2101,3/1/2009 0:00,1430-03-04,Sunday,Mar,Rabi’ al-Awwal,Center,Hyper,855,Yes,12 hrs,SAR 25104.0,Regular,1022613,613567,7,10185,SAR 487466
3551,fil-2102,3/1/2009 0:00,1430-03-04,,March,Rabi’ al-Awwal,Border,Hyper,885,Yes,24 hrs,SAR 25233.0,Regular,437088,262252,4,4085,SAR 232588
3552,fil-2103,3/1/2009 0:00,1430-03-04,Sunday,March,Rabi’ al-Awwal,Center,Hyper,615,No,12 hrs,SAR 61674.0,Regular,1305646,391693,5,20540,SAR 1059847
3553,fil-2104,3/1/2009 0:00,1430-03-04,Sunday,March,Rabi’ al-Awwal,Outskirts,Regular,1665,Yes,12 hrs,SAR 4748.0,Regular,180740,72296,0,2989,SAR 134050
3554,fil-2105,3/1/2009 0:00,1430-03-04,Sun,March,Rabi’ al-Awwal,Border,Grande,3375,Yes,12 hrs,SAR 606658.0,Regular,1589077,953446,4,23826,SAR 1307142
3555,fil-2106,3/1/2009 0:00,1430-03-04,Sunday,March,Rabi’ al-Awwal,Center,Regular,420,Yes,12 hrs,SAR 9231.0,Regular,490509,245254,8,7251,SAR 341454
3556,fil-2107,3/1/2009 0:00,1430-03-04,Sun,March,Rabi’ al-Awwal,Center,,880,Yes,24 hrs,SAR 41025.0,Regular,1584361,633744,5,17158,SAR 699465
3557,fil-2108,3/1/2009 0:00,1430-03-04,,March,Rabi’ al-Awwal,Center,Hyper,855,Yes,18 hrs,SAR 63528.0,Regular,1299450,649725,8,10463,SAR 536978
3558,fil-2109,3/1/2009 0:00,1430-03-04,Sunday,March,Rabi’ al-Awwal,Center,Grande,1105,Yes,18 hrs,SAR 179098.0,Regular,2146114,1287668,9,34457,SAR 1671424
3559,fil-2110,3/1/2009 0:00,1430-03-04,Sunday,March,Rabi’ al-Awwal,Border,Grande,2445,Yes,18 hrs,SAR 327683.0,Regular,936985,562191,4,13832,SAR 608301
3560,fil-2101,3/2/2009 0:00,1430-03-05,Monday,March,Rabi’ al-Awwal,Center,Hyper,855,Yes,12 hrs,SAR 22228.0,None,1022710,0,7,7977,SAR 422424
3561,fil-2102,3/2/2009 0:00,1430-03-05,Monday,March,Rabi’ al-Awwal,Border,Hyper,885,Yes,24 hrs,SAR 30434.0,None,437221,0,4,4547,SAR 231592
3562,fil-2103,3/2/2009 0:00,1430-03-05,Monday,March,Rabi’ al-Awwal,Center,Hyper,615,No,12 hrs,SAR 48793.0,None,1305771,0,5,12770,SAR 655743
3563,fil-2104,3/2/2009 0:00,1430-03-05,,March,Rabi’ al-Awwal,Outskirts,Regular,1665,Yes,12 hrs,SAR 5012.0,None,180837,0,0,2407,SAR 120585
3564,fil-2105,3/2/2009 0:00,1430-03-05,Monday,March,Rabi’ al-Awwal,Border,Grande,3375,Yes,12 hrs,SAR 691396.0,None,1588688,0,4,16522,SAR 820553
3565,fil-2106,3/2/2009 0:00,1430-03-05,Monday,March,Rabi’ al-Awwal,Center,Regular,420,Yes,12 hrs,SAR 8211.0,None,490522,0,8,5886,SAR 205530
3566,fil-2107,3/2/2009 0:00,1430-03-05,Monday,March,Rabi’ al-Awwal,Center,Hyper,880,Yes,24 hrs,SAR 44802.0,None,1584886,0,5,18543,SAR 937825
3567,fil-2108,3/2/2009 0:00,1430-03-05,,March,Rabi’ al-Awwal,,Hyper,855,Yes,18 hrs,SAR 71372.0,None,1300533,0,8,11704,SAR 635227
3568,fil-2109,3/2/2009 0:00,1430-03-05,Monday,March,Rabi’ al-Awwal,Center,Grande,1105,Yes,18 hrs,SAR 175130.0,None,2146068,0,9,24465,SAR 1267466
3569,fil-2110,3/2/2009 0:00,1430-03-05,Mon,March,Rabi’ al-Awwal,Border,Grande,2445,Yes,18 hrs,SAR 340745.0,None,937400,0,4,9139,SAR 500132
3570,fil-2101,3/3/2009 0:00,1430-03-06,,March,Rabi’ al-Awwal,Center,Hyper,855,Yes,12 hrs,SAR 24998.0,None,1022660,0,7,6135,SAR 260349
3571,fil-2102,3/3/2009 0:00,1430-03-06,Tuesday,March,Rabi’ al-Awwal,Border,Hyper,885,Yes,24 hrs,SAR 29676.0,None,437129,0,4,5114,SAR 231191
3572,fil-2103,3/3/2009 0:00,1430-03-06,Tuesday,March,Rabi’ al-Awwal,Center,Hyper,615,No,12 hrs,SAR 53337.0,None,1305654,0,5,23266,SAR 1271793
3573,fil-2104,3/3/2009 0:00,1430-03-06,Tuesday,March,Rabi’ al-Awwal,Outskirts,Regular,1665,Yes,12 hrs,SAR 4215.0,None,180742,0,0,1900,SAR 100610
3574,fil-2105,3/3/2009 0:00,1430-03-06,Tuesday,March,Rabi’ al-Awwal,Border,Grande,3375,Yes,12 hrs,SAR 554909.0,None,1588697,0,4,24783,SAR 1331736
3575,fil-2106,3/3/2009 0:00,1430-03-06,Tuesday,March,Rabi’ al-Awwal,Center,Regular,420,Yes,12 hrs,SAR 7894.0,None,490513,0,8,6769,SAR 364328
3576,fil-2107,3/3/2009 0:00,1430-03-06,,March,Rabi’ al-Awwal,Center,Hyper,880,Yes,24 hrs,SAR 49278.0,None,1584321,0,5,16476,SAR 865209
3577,fil-2108,3/3/2009 0:00,1430-03-06,Tuesday,March,Rabi’ al-Awwal,Center,Hyper,855,Yes,18 hrs,SAR 64956.0,None,1299386,0,8,14812,SAR 795902
3578,fil-2109,3/3/2009 0:00,1430-03-06,Tuesday,March,Rabi’ al-Awwal,Center,,1105,Yes,18 hrs,SAR 149287.0,None,2146070,0,9,18026,SAR 941539
3579,fil-2110,3/3/2009 0:00,1430-03-06,Tuesday,,Rabi’ al-Awwal,Border,Grande,2445,Yes,18 hrs,SAR 359229.0,None,936998,0,4,6699,SAR 360183
3580,fil-2101,3/4/2009 0:00,1430-03-07,Wednesday,March,Rabi’ al-Awwal,Center,Hyper,855,Yes,12 hrs,SAR 21077.0,None,1022904,0,7,11661,SAR 567969
3581,fil-2102,3/4/2009 0:00,1430-03-07,Wednesday,March,Rabi’ al-Awwal,Border,Hyper,885,Yes,24 hrs,SAR 32887.0,None,437924,0,4,5692,SAR 304040
3582,fil-2103,3/4/2009 0:00,1430-03-07,Wednesday,,Rabi’ al-Awwal,Center,Hyper,615,No,12 hrs,SAR 62931.0,None,1306474,0,5,12057,SAR 586362
3583,fil-2104,3/4/2009 0:00,1430-03-07,Wednesday,March,Rabi’ al-Awwal,Outskirts,Regular,1665,Yes,12 hrs,SAR 4356.0,None,180788,0,0,2354,SAR 115503
3584,fil-2105,3/4/2009 0:00,1430-03-07,Wednesday,March,Rabi’ al-Awwal,Border,Grande,3375,Yes,12 hrs,SAR 585607.0,None,1588751,0,4,24784,SAR 1134508
3585,fil-2106,3/4/2009 0:00,1430-03-07,Wednesday,March,Rabi’ al-Awwal,Center,Regular,420,Yes,12 hrs,SAR 7922.0,None,490522,0,8,4414,SAR 231000
3586,fil-2107,3/4/2009 0:00,1430-03-07,Wednesday,March,Rabi’ al-Awwal,Center,Hyper,880,Yes,24 hrs,SAR 49988.0,None,1584315,0,5,19566,SAR 951627
3587,fil-2108,3/4/2009 0:00,1430-03-07,Wednesday,,Rabi’ al-Awwal,Center,Hyper,855,Yes,18 hrs,SAR 63584.0,None,1299405,0,8,14813,SAR 859573
3588,fil-2109,3/4/2009 0:00,1430-03-07,Wednesday,March,Rabi’ al-Awwal,Center,Grande,1105,Yes,18 hrs,SAR 141134.0,None,2146272,0,9,27043,SAR 1174529
3589,fil-2110,3/4/2009 0:00,1430-03-07,Wednesday,March,Rabi’ al-Awwal,Border,,2445,Yes,18 hrs,SAR 293762.0,None,936592,0,4,7914,SAR 427881
3590,fil-2101,3/5/2009 0:00,1430-03-08,Thu,March,Rabi’ al-Awwal,,Hyper,855,Yes,12 hrs,SAR 23663.0,None,1022820,0,7,6750,SAR 337330
3591,fil-2102,3/5/2009 0:00,1430-03-08,Thu,March,Rabi’ al-Awwal,Border,Hyper,885,Yes,24 hrs,SAR 28088.0,None,437289,0,4,3126,SAR 167694
3592,fil-2103,3/5/2009 0:00,1430-03-08,Thursday,March,Rabi’ al-Awwal,Center,Hyper,615,No,12 hrs,SAR 56077.0,None,1305654,0,5,13612,SAR 708416
3593,fil-2104,3/5/2009 0:00,1430-03-08,Thursday,March,Rabi’ al-Awwal,Outskirts,,1665,Yes,12 hrs,SAR 3904.0,None,180788,0,0,2773,SAR 135645
3594,fil-2105,3/5/2009 0:00,1430-03-08,Thu,March,Rabi’ al-Awwal,Border,Grande,3375,Yes,12 hrs,SAR 597288.0,None,1589104,0,4,14460,SAR 765687
3595,fil-2106,3/5/2009 0:00,1430-03-08,Thursday,March,Rabi’ al-Awwal,Center,Regular,420,Yes,12 hrs,SAR 6685.0,None,490714,0,8,5594,SAR 253889
3596,fil-2107,3/5/2009 0:00,1430-03-08,Thu,,Rabi’ al-Awwal,Center,Hyper,880,Yes,24 hrs,SAR 47518.0,None,1584363,0,5,24716,SAR 1291359
3597,fil-2108,3/5/2009 0:00,1430-03-08,Thursday,March,Rabi’ al-Awwal,Center,Hyper,855,Yes,18 hrs,SAR 72453.0,None,1299805,0,8,11698,SAR 649253
3598,fil-2109,3/5/2009 0:00,1430-03-08,Thursday,March,Rabi’ al-Awwal,Center,Grande,1105,Yes,18 hrs,SAR 180867.0,None,2146083,0,9,16739,SAR 871207
3599,fil-2110,3/5/2009 0:00,1430-03-08,Thursday,March,Rabi’ al-Awwal,Border,,2445,Yes,18 hrs,SAR 336721.0,None,936605,0,4,8523,SAR 422442
3600,fil-2101,3/6/2009 0:00,1430-03-09,,March,Rabi’ al-Awwal,Center,Hyper,855,Yes,12 hrs,SAR 26747.0,Regular,1022760,511380,7,12003,SAR 641901
3601,fil-2102,3/6/2009 0:00,1430-03-09,Friday,March,Rabi’ al-Awwal,Border,Hyper,885,Yes,24 hrs,SAR 31671.0,Regular,437084,262250,4,5372,SAR 298210
3602,fil-2103,3/6/2009 0:00,1430-03-09,Friday,March,Rabi’ al-Awwal,Center,Hyper,615,No,12 hrs,SAR 54931.0,Regular,1305681,652840,5,23371,SAR 1257558
3603,fil-2104,3/6/2009 0:00,1430-03-09,Friday,March,Rabi’ al-Awwal,Outskirts,Regular,1665,Yes,12 hrs,SAR 3592.0,Regular,180811,54243,0,3289,SAR 151102
3604,fil-2105,3/6/2009 0:00,1430-03-09,Friday,March,Rabi’ al-Awwal,Border,Grande,3375,Yes,12 hrs,SAR 530025.0,Regular,1588684,635473,4,11502,SAR 611308
3605,fil-2106,3/6/2009 0:00,1430-03-09,Friday,March,Rabi’ al-Awwal,,,420,Yes,12 hrs,SAR 6946.0,Regular,490517,147155,8,7828,SAR 449779
3606,fil-2107,3/6/2009 0:00,1430-03-09,Friday,,Rabi’ al-Awwal,Center,Hyper,880,Yes,24 hrs,SAR 48130.0,Regular,1584321,950592,5,20190,SAR 1090389
3607,fil-2108,3/6/2009 0:00,1430-03-09,Friday,March,Rabi’ al-Awwal,Center,Hyper,855,Yes,18 hrs,SAR 62165.0,Regular,1299996,649998,8,12908,SAR 627150
3608,fil-2109,3/6/2009 0:00,1430-03-09,Friday,Mar,Rabi’ al-Awwal,Center,Grande,1105,Yes,18 hrs,SAR 155364.0,Regular,2146498,643949,9,34309,SAR 1895872
3609,fil-2110,3/6/2009 0:00,1430-03-09,Friday,March,Rabi’ al-Awwal,Border,,2445,Yes,18 hrs,SAR 303343.0,Regular,936661,468330,4,15274,SAR 792501
3610,fil-2101,3/7/2009 0:00,1430-03-10,Saturday,March,Rabi’ al-Awwal,Center,Hyper,855,Yes,12 hrs,SAR 17689.0,None,1022647,0,7,6749,SAR 394477
3611,fil-2102,3/7/2009 0:00,1430-03-10,Saturday,March,Rabi’ al-Awwal,Border,Hyper,885,Yes,24 hrs,SAR 27945.0,None,437088,0,4,3409,SAR 175112
3612,fil-2103,3/7/2009 0:00,1430-03-10,Saturday,March,Rabi’ al-Awwal,Center,,615,No,12 hrs,SAR 50215.0,None,1305681,0,5,24054,SAR 1334644
3613,fil-2104,3/7/2009 0:00,1430-03-10,Saturday,March,Rabi’ al-Awwal,Outskirts,Regular,1665,Yes,12 hrs,SAR 5230.0,None,181364,0,0,1510,SAR 82362
3614,fil-2105,3/7/2009 0:00,1430-03-10,,March,Rabi’ al-Awwal,Border,Grande,3375,Yes,12 hrs,SAR 528806.0,None,1588686,0,4,12391,SAR 615179
3615,fil-2106,3/7/2009 0:00,1430-03-10,Saturday,,Rabi’ al-Awwal,Center,,420,Yes,12 hrs,SAR 7006.0,None,491131,0,8,3241,SAR 175660
3616,fil-2107,3/7/2009 0:00,1430-03-10,Saturday,,Rabi’ al-Awwal,,Hyper,880,Yes,24 hrs,SAR 50463.0,None,1584418,0,5,11328,SAR 526698
3617,fil-2108,3/7/2009 0:00,1430-03-10,,March,Rabi’ al-Awwal,Center,Hyper,855,Yes,18 hrs,SAR 67436.0,None,1299689,0,8,17935,SAR 869738
3618,fil-2109,3/7/2009 0:00,1430-03-10,Saturday,,Rabi’ al-Awwal,Center,,1105,Yes,18 hrs,SAR 172521.0,None,2146171,0,9,15452,SAR 756708
3619,fil-2110,3/7/2009 0:00,1430-03-10,Saturday,March,Rabi’ al-Awwal,Border,Grande,2445,Yes,18 hrs,SAR 292803.0,None,936624,0,4,7305,SAR 319760
3620,fil-2101,3/8/2009 0:00,1430-03-11,Sunday,March,Rabi’ al-Awwal,Center,Hyper,855,Yes,12 hrs,SAR 20878.0,None,1023248,0,7,8595,SAR 454286
3621,fil-2102,3/8/2009 0:00,1430-03-11,Sun,March,Rabi’ al-Awwal,Border,Hyper,885,Yes,24 hrs,SAR 24010.0,None,437187,0,4,6535,SAR 408325
3622,fil-2103,3/8/2009 0:00,1430-03-11,Sunday,March,Rabi’ al-Awwal,Center,,615,No,12 hrs,SAR 54768.0,None,1305942,0,5,13101,SAR 554330
3623,fil-2104,3/8/2009 0:00,1430-03-11,Sunday,March,Rabi’ al-Awwal,Outskirts,Regular,1665,Yes,12 hrs,SAR 4819.0,None,182035,0,0,2413,SAR 105658
3624,fil-2105,3/8/2009 0:00,1430-03-11,Sunday,March,Rabi’ al-Awwal,Border,Grande,3375,Yes,12 hrs,SAR 636219.0,None,1588705,0,4,15489,SAR 772920
3625,fil-2106,3/8/2009 0:00,1430-03-11,Sunday,March,Rabi’ al-Awwal,Center,Regular,420,Yes,12 hrs,SAR 8436.0,None,491142,0,8,5598,SAR 246602
3626,fil-2107,3/8/2009 0:00,1430-03-11,Sunday,March,Rabi’ al-Awwal,Center,Hyper,880,Yes,24 hrs,SAR 45430.0,None,1584330,0,5,16476,SAR 696576
3627,fil-2108,3/8/2009 0:00,1430-03-11,Sun,March,Rabi’ al-Awwal,,Hyper,855,Yes,18 hrs,SAR 73445.0,None,1299693,0,8,14816,SAR 722463
3628,fil-2109,3/8/2009 0:00,1430-03-11,Sunday,March,Rabi’ al-Awwal,Center,Grande,1105,Yes,18 hrs,SAR 152341.0,None,2146512,0,9,15454,SAR 740702
3629,fil-2110,3/8/2009 0:00,1430-03-11,Sunday,,Rabi’ al-Awwal,Border,Grande,2445,Yes,18 hrs,SAR 383865.0,None,937225,0,4,14011,SAR 661036
3630,fil-2101,3/9/2009 0:00,1430-03-12,Monday,March,Rabi’ al-Awwal,Center,Hyper,855,Yes,12 hrs,SAR 16982.0,Grand,1022636,306790,7,7823,SAR 407090
3631,fil-2102,3/9/2009 0:00,1430-03-12,Monday,March,Rabi’ al-Awwal,Border,Hyper,885,Yes,24 hrs,SAR 23857.0,Grand,437105,218552,4,4932,SAR 232818
3632,fil-2103,3/9/2009 0:00,1430-03-12,Monday,March,Rabi’ al-Awwal,,Hyper,615,No,12 hrs,SAR 59982.0,Grand,1306557,522622,5,14372,SAR 662288
3633,fil-2104,3/9/2009 0:00,1430-03-12,Monday,March,Rabi’ al-Awwal,Outskirts,Regular,1665,Yes,12 hrs,SAR 5179.0,Grand,180791,72316,0,3177,SAR 148894
3634,fil-2105,3/9/2009 0:00,1430-03-12,Monday,March,Rabi’ al-Awwal,Border,Grande,3375,Yes,12 hrs,SAR 559368.0,Grand,1588684,794342,4,26823,SAR 1476730
3635,fil-2106,3/9/2009 0:00,1430-03-12,Monday,March,Rabi’ al-Awwal,Center,Regular,420,Yes,12 hrs,SAR 8449.0,Grand,490511,294306,8,6454,SAR 302391
3636,fil-2107,3/9/2009 0:00,1430-03-12,Monday,Mar,Rabi’ al-Awwal,Center,Hyper,880,Yes,24 hrs,SAR 49231.0,Grand,1584350,633740,5,26750,SAR 1378883
3637,fil-2108,3/9/2009 0:00,1430-03-12,Monday,March,Rabi’ al-Awwal,Center,Hyper,855,Yes,18 hrs,SAR 67491.0,Grand,1299698,649849,8,14874,SAR 747003
3638,fil-2109,3/9/2009 0:00,1430-03-12,,Mar,Rabi’ al-Awwal,Center,,1105,Yes,18 hrs,SAR 154303.0,Grand,2146078,858431,9,26199,SAR 1476679
3639,fil-2110,3/9/2009 0:00,1430-03-12,Monday,Mar,Rabi’ al-Awwal,Border,Grande,2445,Yes,18 hrs,SAR 309323.0,Grand,936810,562086,4,8398,SAR 397537
3640,fil-2101,3/10/2009 0:00,1430-03-13,Tuesday,March,Rabi’ al-Awwal,Center,,855,Yes,12 hrs,SAR 19557.0,Regular,1023961,614376,7,9504,SAR 429369
3641,fil-2102,3/10/2009 0:00,1430-03-13,Tue,March,Rabi’ al-Awwal,Border,Hyper,885,Yes,24 hrs,SAR 28808.0,Regular,437190,218595,4,3452,SAR 181201
3642,fil-2103,3/10/2009 0:00,1430-03-13,Tuesday,,Rabi’ al-Awwal,Center,Hyper,615,No,12 hrs,SAR 53531.0,Regular,1306290,522516,5,12458,SAR 633993
3643,fil-2104,3/10/2009 0:00,1430-03-13,Tue,,Rabi’ al-Awwal,Outskirts,Regular,1665,Yes,12 hrs,SAR 4211.0,Regular,180963,54288,0,1538,SAR 67858
3644,fil-2105,3/10/2009 0:00,1430-03-13,Tuesday,March,Rabi’ al-Awwal,Border,Grande,3375,Yes,12 hrs,SAR 535253.0,Regular,1588684,635473,4,12494,SAR 730084
3645,fil-2106,3/10/2009 0:00,1430-03-13,Tuesday,March,Rabi’ al-Awwal,Center,Regular,420,Yes,12 hrs,SAR 8016.0,Regular,490662,147198,8,5873,SAR 241080
3646,fil-2107,3/10/2009 0:00,1430-03-13,Tuesday,March,Rabi’ al-Awwal,Center,Hyper,880,Yes,24 hrs,SAR 47786.0,Regular,1584538,950722,5,22627,SAR 1269709
3647,fil-2108,3/10/2009 0:00,1430-03-13,Tuesday,March,Rabi’ al-Awwal,Center,Hyper,855,Yes,18 hrs,SAR 73645.0,Regular,1300731,650365,8,20790,SAR 1123817
3648,fil-2109,3/10/2009 0:00,1430-03-13,Tuesday,March,Rabi’ al-Awwal,Center,Grande,1105,Yes,18 hrs,SAR 196738.0,Regular,2146103,1287661,9,15462,SAR 746752
3649,fil-2110,3/10/2009 0:00,1430-03-13,Tuesday,March,Rabi’ al-Awwal,Border,Grande,2445,Yes,18 hrs,SAR 368251.0,Regular,936596,374638,4,7867,SAR 356584
3650,fil-2101,3/11/2009 0:00,1430-03-14,Wed,March,Rabi’ al-Awwal,Center,Hyper,855,Yes,12 hrs,SAR 23326.0,Regular,1022648,409059,7,14938,SAR 775595
3651,fil-2102,3/11/2009 0:00,1430-03-14,,March,Rabi’ al-Awwal,Border,Hyper,885,Yes,24 hrs,SAR 27425.0,Regular,437408,174963,4,4926,SAR 240188
3652,fil-2103,3/11/2009 0:00,1430-03-14,Wed,March,Rabi’ al-Awwal,Center,Hyper,615,No,12 hrs,SAR 54969.0,Regular,1305642,391692,5,16030,SAR 838481
3653,fil-2104,3/11/2009 0:00,1430-03-14,Wednesday,March,Rabi’ al-Awwal,,Regular,1665,Yes,12 hrs,SAR 4814.0,Regular,180897,90448,0,2089,SAR 112699
3654,fil-2105,3/11/2009 0:00,1430-03-14,Wednesday,March,Rabi’ al-Awwal,,Grande,3375,Yes,12 hrs,SAR 523226.0,Regular,1588717,953230,4,22750,SAR 1249077
3655,fil-2106,3/11/2009 0:00,1430-03-14,Wednesday,March,Rabi’ al-Awwal,Center,Regular,420,Yes,12 hrs,SAR 7423.0,Regular,490559,245279,8,5479,SAR 311671
3656,fil-2107,3/11/2009 0:00,1430-03-14,Wednesday,Mar,Rabi’ al-Awwal,Center,,880,Yes,24 hrs,SAR 45858.0,Regular,1584339,792169,5,18048,SAR 951976
3657,fil-2108,3/11/2009 0:00,1430-03-14,,March,Rabi’ al-Awwal,,Hyper,855,Yes,18 hrs,SAR 66369.0,Regular,1299407,519762,8,12224,SAR 517263
3658,fil-2109,3/11/2009 0:00,1430-03-14,Wednesday,March,Rabi’ al-Awwal,,Grande,1105,Yes,18 hrs,SAR 185645.0,Regular,2146078,643823,9,31585,SAR 1636519
3659,fil-2110,3/11/2009 0:00,1430-03-14,Wed,March,Rabi’ al-Awwal,Border,Grande,2445,Yes,18 hrs,SAR 368135.0,Regular,936817,281045,4,9259,SAR 480832
3660,fil-2101,3/12/2009 0:00,1430-03-15,Thursday,March,Rabi’ al-Awwal,,Hyper,855,Yes,12 hrs,SAR 22720.0,None,1023592,0,7,14739,SAR 809019
3661,fil-2102,3/12/2009 0:00,1430-03-15,,March,Rabi’ al-Awwal,Border,Hyper,885,Yes,24 hrs,SAR 24698.0,None,437764,0,4,3699,SAR 194218
3662,fil-2103,3/12/2009 0:00,1430-03-15,Thu,March,Rabi’ al-Awwal,Center,Hyper,615,No,12 hrs,SAR 58781.0,None,1305708,0,5,15044,SAR 700895
3663,fil-2104,3/12/2009 0:00,1430-03-15,Thursday,March,Rabi’ al-Awwal,Outskirts,Regular,1665,Yes,12 hrs,SAR 4165.0,None,180746,0,0,2103,SAR 99684
3664,fil-2105,3/12/2009 0:00,1430-03-15,Thursday,March,Rabi’ al-Awwal,Border,Grande,3375,Yes,12 hrs,SAR 579612.0,None,1588842,0,4,16523,SAR 982171
3665,fil-2106,3/12/2009 0:00,1430-03-15,Thu,,Rabi’ al-Awwal,Center,Regular,420,Yes,12 hrs,SAR 8037.0,None,490617,0,8,4709,SAR 210652
3666,fil-2107,3/12/2009 0:00,1430-03-15,Thu,March,Rabi’ al-Awwal,Center,Hyper,880,Yes,24 hrs,SAR 47918.0,None,1584331,0,5,11327,SAR 576639
3667,fil-2108,3/12/2009 0:00,1430-03-15,,March,Rabi’ al-Awwal,Center,Hyper,855,Yes,18 hrs,SAR 72239.0,None,1299393,0,8,18711,SAR 987564
3668,fil-2109,3/12/2009 0:00,1430-03-15,Thursday,March,Rabi’ al-Awwal,Center,Grande,1105,Yes,18 hrs,SAR 160063.0,None,2146228,0,9,25754,SAR 1371887
3669,fil-2110,3/12/2009 0:00,1430-03-15,Thursday,March,Rabi’ al-Awwal,Border,Grande,2445,Yes,18 hrs,SAR 301105.0,None,936642,0,4,7914,SAR 367375
3670,fil-2101,3/13/2009 0:00,1430-03-16,Friday,March,Rabi’ al-Awwal,,Hyper,855,Yes,12 hrs,SAR 18949.0,None,1024044,0,7,11674,SAR 583430
3671,fil-2102,3/13/2009 0:00,1430-03-16,Friday,Mar,Rabi’ al-Awwal,Border,Hyper,885,Yes,24 hrs,SAR 31966.0,None,437086,0,4,6250,SAR 348173
3672,fil-2103,3/13/2009 0:00,1430-03-16,Friday,March,Rabi’ al-Awwal,Center,Hyper,615,No,12 hrs,SAR 59770.0,None,1305636,0,5,13968,SAR 722500
3673,fil-2104,3/13/2009 0:00,1430-03-16,Friday,March,Rabi’ al-Awwal,Outskirts,Regular,1665,Yes,12 hrs,SAR 5267.0,None,181076,0,0,2693,SAR 122541
3674,fil-2105,3/13/2009 0:00,1430-03-16,Friday,Mar,Rabi’ al-Awwal,Border,Grande,3375,Yes,12 hrs,SAR 560885.0,None,1589377,0,4,14463,SAR 742613
3675,fil-2106,3/13/2009 0:00,1430-03-16,,March,Rabi’ al-Awwal,Center,Regular,420,Yes,12 hrs,SAR 6190.0,None,490511,0,8,5297,SAR 277425
3676,fil-2107,3/13/2009 0:00,1430-03-16,,March,Rabi’ al-Awwal,Center,,880,Yes,24 hrs,SAR 46622.0,None,1584321,0,5,13387,SAR 665230
3677,fil-2108,3/13/2009 0:00,1430-03-16,Friday,March,Rabi’ al-Awwal,Center,Hyper,855,Yes,18 hrs,SAR 70491.0,None,1299399,0,8,13253,SAR 580737
3678,fil-2109,3/13/2009 0:00,1430-03-16,Fri,March,Rabi’ al-Awwal,Center,Grande,1105,Yes,18 hrs,SAR 155019.0,None,2146145,0,9,30904,SAR 1557900
3679,fil-2110,3/13/2009 0:00,1430-03-16,Fri,March,Rabi’ al-Awwal,Border,Grande,2445,Yes,18 hrs,SAR 304624.0,None,937285,0,4,14012,SAR 750578
3680,fil-2101,3/14/2009 0:00,1430-03-17,Sat,March,Rabi’ al-Awwal,Center,Hyper,855,Yes,12 hrs,SAR 23673.0,None,1022638,0,7,13498,SAR 805759
3681,fil-2102,3/14/2009 0:00,1430-03-17,Saturday,March,Rabi’ al-Awwal,Border,Hyper,885,Yes,24 hrs,SAR 29968.0,None,438541,0,4,6841,SAR 351697
3682,fil-2103,3/14/2009 0:00,1430-03-17,Saturday,March,Rabi’ al-Awwal,Center,Hyper,615,No,12 hrs,SAR 58125.0,None,1305668,0,5,13731,SAR 555135
3683,fil-2104,3/14/2009 0:00,1430-03-17,Saturday,March,Rabi’ al-Awwal,Outskirts,Regular,1665,Yes,12 hrs,SAR 3708.0,None,180744,0,0,3225,SAR 145350
3684,fil-2105,3/14/2009 0:00,1430-03-17,Saturday,March,Rabi’ al-Awwal,Border,Grande,3375,Yes,12 hrs,SAR 696847.0,None,1590141,0,4,18604,SAR 1156560
3685,fil-2106,3/14/2009 0:00,1430-03-17,Saturday,Mar,Rabi’ al-Awwal,Center,Regular,420,Yes,12 hrs,SAR 6823.0,None,490508,0,8,5297,SAR 296110
3686,fil-2107,3/14/2009 0:00,1430-03-17,Saturday,March,Rabi’ al-Awwal,,Hyper,880,Yes,24 hrs,SAR 52060.0,None,1584428,0,5,13388,SAR 572727
3687,fil-2108,3/14/2009 0:00,1430-03-17,Sat,March,Rabi’ al-Awwal,Center,Hyper,855,Yes,18 hrs,SAR 84806.0,None,1299461,0,8,8576,SAR 414847
3688,fil-2109,3/14/2009 0:00,1430-03-17,Saturday,March,Rabi’ al-Awwal,Center,Grande,1105,Yes,18 hrs,SAR 218680.0,None,2146079,0,9,19314,SAR 1128219
3689,fil-2110,3/14/2009 0:00,1430-03-17,Saturday,Mar,Rabi’ al-Awwal,Border,Grande,2445,Yes,18 hrs,SAR 370089.0,None,937297,0,4,14012,SAR 650388
3690,fil-2101,3/15/2009 0:00,1430-03-18,Sunday,March,Rabi’ al-Awwal,Center,Hyper,855,Yes,12 hrs,SAR 23888.0,None,1022620,0,7,7976,SAR 401701
3691,fil-2102,3/15/2009 0:00,1430-03-18,Sunday,March,Rabi’ al-Awwal,Border,Hyper,885,Yes,24 hrs,SAR 26463.0,None,437249,0,4,2842,SAR 150046
3692,fil-2103,3/15/2009 0:00,1430-03-18,Sunday,March,Rabi’ al-Awwal,Center,Hyper,615,No,12 hrs,SAR 51645.0,None,1305747,0,5,10798,SAR 490097
3693,fil-2104,3/15/2009 0:00,1430-03-18,Sunday,March,Rabi’ al-Awwal,Outskirts,,1665,Yes,12 hrs,SAR 4550.0,None,180981,0,0,3017,SAR 132558
