0,Store ID,Gregorian Date,Hijri Date,Day,Greg. Month,Hijri Month,Location,Store Size,Parking,Mall,Work Hours,Cost/day,Promotion,Customer Base,Advertisements,Competition,Customers,Profit/day
2441,fil-2111,4/17/2020 0:00,1441-08-24,Fri,Apr,Sha’ban,Center,Regular,265,Yes,12 hrs,SAR 2002.0,Regular,447142,223571,9,5973,SAR 307076
2442,fil-2101,4/18/2020 0:00,1441-08-25,Sat,Apr,Sha’ban,Center,Regular,150,No,12 hrs,SAR 5373.0,None,497763,0,7,7824,SAR 412689
2443,fil-2102,4/18/2020 0:00,1441-08-25,Sat,Apr,Sha’ban,Border,Hyper,1830,Yes,24 hrs,SAR 54945.0,Regular,352087,140834,4,2957,SAR 132474
2444,fil-2103,4/18/2020 0:00,1441-08-25,Sat,Apr,Sha’ban,Center,Regular,465,Yes,12 hrs,SAR 7450.0,None,1072386,0,6,10938,SAR 578945
2445,fil-2104,4/18/2020 0:00,1441-08-25,Sat,Apr,Sha’ban,Center,Grande,1470,Yes,18 hrs,SAR 167635.0,Regular,2136444,1281866,10,22902,SAR 1213677
2446,fil-2105,4/18/2020 0:00,1441-08-25,Sat,Apr,Sha’ban,Outskirts,Hyper,810,Yes,24 hrs,SAR 37196.0,None,217143,0,1,1793,SAR 104896
2447,fil-2106,4/18/2020 0:00,1441-08-25,Sat,Apr,Sha’ban,Center,Grande,840,Yes,12 hrs,SAR 517667.0,Regular,4153871,2492322,7,65597,SAR 3790875
2448,fil-2107,4/18/2020 0:00,1441-08-25,Sat,Apr,Sha’ban,Border,Hyper,765,No,12 hrs,SAR 72072.0,None,250260,0,2,2675,SAR 118445
2449,fil-2108,4/18/2020 0:00,1441-08-25,Sat,Apr,Sha’ban,Center,Grande,1060,Yes,12 hrs,SAR 671228.0,Regular,2692784,1077113,10,28995,SAR 1674852
2450,fil-2109,4/18/2020 0:00,1441-08-25,Sat,Apr,Sha’ban,Center,Hyper,960,Yes,18 hrs,SAR 62436.0,None,1281628,0,7,7689,SAR 282683
2451,fil-2110,4/18/2020 0:00,1441-08-25,Sat,Apr,Sha’ban,Border,Hyper,840,Yes,18 hrs,SAR 70917.0,Regular,412342,164936,2,7656,SAR 415335
2452,fil-2111,4/18/2020 0:00,1441-08-25,Sat,Apr,Sha’ban,Center,Regular,265,Yes,12 hrs,SAR 2350.0,None,447138,0,9,5365,SAR 226439
2453,fil-2101,4/19/2020 0:00,1441-08-26,Sun,Apr,Sha’ban,Center,Regular,150,No,12 hrs,SAR 5085.0,None,497805,0,7,7367,SAR 401167
2454,fil-2102,4/19/2020 0:00,1441-08-26,Sun,Apr,Sha’ban,Border,Hyper,1830,Yes,24 hrs,SAR 59449.0,Regular,352116,105634,4,5766,SAR 299656
2455,fil-2103,4/19/2020 0:00,1441-08-26,Sun,Apr,Sha’ban,Center,Regular,465,Yes,12 hrs,SAR 7828.0,None,1072372,0,6,8364,SAR 457746
2456,fil-2104,4/19/2020 0:00,1441-08-26,Sun,Apr,Sha’ban,Center,Grande,1470,Yes,18 hrs,SAR 190095.0,Regular,2136405,854562,10,29161,SAR 1505421
2457,fil-2105,4/19/2020 0:00,1441-08-26,Sun,Apr,Sha’ban,Outskirts,Hyper,810,Yes,24 hrs,SAR 44190.0,None,217130,0,1,2050,SAR 90935
2458,fil-2106,4/19/2020 0:00,1441-08-26,Sun,Apr,Sha’ban,Center,Grande,840,Yes,12 hrs,SAR 499850.0,Regular,4153867,1661546,7,41559,SAR 1847711
2459,fil-2107,4/19/2020 0:00,1441-08-26,Sun,Apr,Sha’ban,Border,Hyper,765,No,12 hrs,SAR 60535.0,None,250261,0,2,4619,SAR 236701
2460,fil-2108,4/19/2020 0:00,1441-08-26,Sun,Apr,Sha’ban,Center,Grande,1060,Yes,12 hrs,SAR 599349.0,Regular,2692781,1615668,10,23314,SAR 853467
2461,fil-2109,4/19/2020 0:00,1441-08-26,Sun,Apr,Sha’ban,Center,Hyper,960,Yes,18 hrs,SAR 51933.0,None,1281626,0,7,11534,SAR 487880
2462,fil-2110,4/19/2020 0:00,1441-08-26,Sun,Apr,Sha’ban,Border,Hyper,840,Yes,18 hrs,SAR 67975.0,Regular,412314,123694,2,6987,SAR 349236
2463,fil-2111,4/19/2020 0:00,1441-08-26,Sun,Apr,Sha’ban,Center,Regular,265,Yes,12 hrs,SAR 2523.0,None,447125,0,9,4024,SAR 190058
2464,fil-2101,4/20/2020 0:00,1441-08-27,Mon,Apr,Sha’ban,Center,Regular,150,No,12 hrs,SAR 5664.0,None,497755,0,7,3733,SAR 181288
2465,fil-2102,4/20/2020 0:00,1441-08-27,Mon,Apr,Sha’ban,Border,Hyper,1830,Yes,24 hrs,SAR 55052.0,None,352086,0,4,3890,SAR 195927
2466,fil-2103,4/20/2020 0:00,1441-08-27,Mon,Apr,Sha’ban,Center,Regular,465,Yes,12 hrs,SAR 5673.0,None,1072367,0,6,7077,SAR 351673
2467,fil-2104,4/20/2020 0:00,1441-08-27,Mon,Apr,Sha’ban,Center,Grande,1470,Yes,18 hrs,SAR 234006.0,None,2136413,0,10,12818,SAR 564917
2468,fil-2105,4/20/2020 0:00,1441-08-27,Mon,Apr,Sha’ban,Outskirts,Hyper,810,Yes,24 hrs,SAR 37598.0,None,217125,0,1,3032,SAR 178697
2469,fil-2106,4/20/2020 0:00,1441-08-27,Mon,Apr,Sha’ban,Center,Grande,840,Yes,12 hrs,SAR 430513.0,None,4153871,0,7,24923,SAR 1196298
2470,fil-2107,4/20/2020 0:00,1441-08-27,Mon,Apr,Sha’ban,Border,Hyper,765,No,12 hrs,SAR 81444.0,None,250193,0,2,4224,SAR 234489
2471,fil-2108,4/20/2020 0:00,1441-08-27,Mon,Apr,Sha’ban,Center,Grande,1060,Yes,12 hrs,SAR 758348.0,None,2692791,0,10,35544,SAR 2010286
2472,fil-2109,4/20/2020 0:00,1441-08-27,Mon,Apr,Sha’ban,Center,Hyper,960,Yes,18 hrs,SAR 59877.0,None,1281623,0,7,9996,SAR 439722
2473,fil-2110,4/20/2020 0:00,1441-08-27,Mon,Apr,Sha’ban,Border,Hyper,840,Yes,18 hrs,SAR 78831.0,None,412301,0,2,5766,SAR 328231
2474,fil-2111,4/20/2020 0:00,1441-08-27,Mon,Apr,Sha’ban,Center,Regular,265,Yes,12 hrs,SAR 2352.0,None,447188,0,9,3488,SAR 165945
2475,fil-2101,4/21/2020 0:00,1441-08-28,Tue,Apr,Sha’ban,Center,Regular,150,No,12 hrs,SAR 5296.0,None,497770,0,7,7685,SAR 410463
2476,fil-2102,4/21/2020 0:00,1441-08-28,Tue,Apr,Sha’ban,Border,Hyper,1830,Yes,24 hrs,SAR 62035.0,Grand,352085,140834,4,5165,SAR 284973
2477,fil-2103,4/21/2020 0:00,1441-08-28,Tue,Apr,Sha’ban,Center,Regular,465,Yes,12 hrs,SAR 6033.0,None,1072368,0,6,7721,SAR 378902
2478,fil-2104,4/21/2020 0:00,1441-08-28,Tue,Apr,Sha’ban,Center,Grande,1470,Yes,18 hrs,SAR 208378.0,Grand,2136446,854578,10,30687,SAR 1362325
2479,fil-2105,4/21/2020 0:00,1441-08-28,Tue,Apr,Sha’ban,Outskirts,Hyper,810,Yes,24 hrs,SAR 31153.0,None,217134,0,1,3339,SAR 172016
2480,fil-2106,4/21/2020 0:00,1441-08-28,Tue,Apr,Sha’ban,Center,Grande,840,Yes,12 hrs,SAR 472805.0,Grand,4153874,2492324,7,60771,SAR 3122350
2481,fil-2107,4/21/2020 0:00,1441-08-28,Tue,Apr,Sha’ban,Border,Hyper,765,No,12 hrs,SAR 70814.0,None,250201,0,2,2813,SAR 156370
2482,fil-2108,4/21/2020 0:00,1441-08-28,Tue,Apr,Sha’ban,Center,Grande,1060,Yes,12 hrs,SAR 642673.0,Grand,2692783,807834,10,42976,SAR 2260929
2483,fil-2109,4/21/2020 0:00,1441-08-28,Tue,Apr,Sha’ban,Center,Hyper,960,Yes,18 hrs,SAR 55752.0,None,1281656,0,7,13072,SAR 774905
2484,fil-2110,4/21/2020 0:00,1441-08-28,Tue,Apr,Sha’ban,Border,Hyper,840,Yes,18 hrs,SAR 70548.0,Grand,412386,206193,2,3752,SAR 187979
2485,fil-2111,4/21/2020 0:00,1441-08-28,Tue,Apr,Sha’ban,Center,Regular,265,Yes,12 hrs,SAR 2670.0,None,447122,0,9,4560,SAR 201433
2486,fil-2101,4/22/2020 0:00,1441-08-29,Wed,Apr,Sha’ban,Center,Regular,150,No,12 hrs,SAR 4809.0,None,497758,0,7,6456,SAR 305708
2487,fil-2102,4/22/2020 0:00,1441-08-29,Wed,Apr,Sha’ban,Border,Hyper,1830,Yes,24 hrs,SAR 55669.0,Regular,352089,140835,4,4005,SAR 204887
2488,fil-2103,4/22/2020 0:00,1441-08-29,Wed,Apr,Sha’ban,Center,Regular,465,Yes,12 hrs,SAR 7217.0,None,1072401,0,6,7721,SAR 391050
2489,fil-2104,4/22/2020 0:00,1441-08-29,Wed,Apr,Sha’ban,Center,Grande,1470,Yes,18 hrs,SAR 183859.0,Regular,2136420,1281852,10,30149,SAR 1684872
2490,fil-2105,4/22/2020 0:00,1441-08-29,Wed,Apr,Sha’ban,Outskirts,Hyper,810,Yes,24 hrs,SAR 41818.0,None,217119,0,1,1980,SAR 106832
2491,fil-2106,4/22/2020 0:00,1441-08-29,Wed,Apr,Sha’ban,Center,Grande,840,Yes,12 hrs,SAR 407257.0,Regular,4153862,1661544,7,50095,SAR 2602573
2492,fil-2107,4/22/2020 0:00,1441-08-29,Wed,Apr,Sha’ban,Border,Hyper,765,No,12 hrs,SAR 77377.0,None,250207,0,2,4192,SAR 227228
2493,fil-2108,4/22/2020 0:00,1441-08-29,Wed,Apr,Sha’ban,Center,Grande,1060,Yes,12 hrs,SAR 593290.0,Regular,2692789,1077115,10,21746,SAR 988681
2494,fil-2109,4/22/2020 0:00,1441-08-29,Wed,Apr,Sha’ban,Center,Hyper,960,Yes,18 hrs,SAR 52721.0,None,1281635,0,7,13072,SAR 565458
2495,fil-2110,4/22/2020 0:00,1441-08-29,Wed,Apr,Sha’ban,Border,Hyper,840,Yes,18 hrs,SAR 70022.0,Regular,412303,206151,2,3426,SAR 139315
2496,fil-2111,4/22/2020 0:00,1441-08-29,Wed,Apr,Sha’ban,Center,Regular,265,Yes,12 hrs,SAR 2704.0,None,447123,0,9,2682,SAR 131999
2497,fil-2101,4/23/2020 0:00,1441-08-30,Thu,Apr,Sha’ban,Center,Regular,150,No,12 hrs,SAR 5183.0,Regular,497753,298651,7,8990,SAR 455759
2498,fil-2102,4/23/2020 0:00,1441-08-30,Thu,Apr,Sha’ban,Border,Hyper,1830,Yes,24 hrs,SAR 57665.0,None,352084,0,4,2517,SAR 117683
2499,fil-2103,4/23/2020 0:00,1441-08-30,Thu,Apr,Sha’ban,Center,Regular,465,Yes,12 hrs,SAR 6016.0,Regular,1072371,428948,6,10616,SAR 550009
2500,fil-2104,4/23/2020 0:00,1441-08-30,Thu,Apr,Sha’ban,Center,Grande,1470,Yes,18 hrs,SAR 208744.0,None,2136420,0,10,24355,SAR 1378959
2501,fil-2105,4/23/2020 0:00,1441-08-30,Thu,Apr,Sha’ban,Outskirts,Hyper,810,Yes,24 hrs,SAR 39030.0,Regular,217122,130273,1,2022,SAR 108910
2502,fil-2106,4/23/2020 0:00,1441-08-30,Thu,Apr,Sha’ban,Center,Grande,840,Yes,12 hrs,SAR 497762.0,None,4153867,0,7,27415,SAR 1288282
2503,fil-2107,4/23/2020 0:00,1441-08-30,Thu,Apr,Sha’ban,Border,Hyper,765,No,12 hrs,SAR 80327.0,Regular,250193,100077,2,4552,SAR 239103
2504,fil-2108,4/23/2020 0:00,1441-08-30,Thu,Apr,Sha’ban,Center,Grande,1060,Yes,12 hrs,SAR 626128.0,None,2692791,0,10,25850,SAR 1275627
2505,fil-2109,4/23/2020 0:00,1441-08-30,Thu,Apr,Sha’ban,Center,Hyper,960,Yes,18 hrs,SAR 59982.0,Regular,1281650,768990,7,13677,SAR 693489
2506,fil-2110,4/23/2020 0:00,1441-08-30,Thu,Apr,Sha’ban,Border,Hyper,840,Yes,18 hrs,SAR 65472.0,None,412357,0,2,3790,SAR 201995
2507,fil-2111,4/23/2020 0:00,1441-08-30,Thu,Apr,Sha’ban,Center,Regular,265,Yes,12 hrs,SAR 2117.0,Regular,447122,178848,9,6684,SAR 372155
2508,fil-2101,4/24/2020 0:00,1441-09-01,Fri,Apr,Ramadhan,Center,Regular,150,No,12 hrs,SAR 5688.0,Regular,497755,199102,7,5475,SAR 300387
2509,fil-2102,4/24/2020 0:00,1441-09-01,Fri,Apr,Ramadhan,Border,Hyper,1830,Yes,24 hrs,SAR 53271.0,None,352089,0,4,3684,SAR 177580
2510,fil-2103,4/24/2020 0:00,1441-09-01,Fri,Apr,Ramadhan,Center,Regular,465,Yes,12 hrs,SAR 6708.0,Regular,1072384,536192,6,21233,SAR 848817
2511,fil-2104,4/24/2020 0:00,1441-09-01,Fri,Apr,Ramadhan,Center,Grande,1470,Yes,18 hrs,SAR 242301.0,None,2136414,0,10,17766,SAR 782619
2512,fil-2105,4/24/2020 0:00,1441-09-01,Fri,Apr,Ramadhan,Outskirts,Hyper,810,Yes,24 hrs,SAR 33764.0,Regular,217117,86846,1,3716,SAR 180207
2513,fil-2106,4/24/2020 0:00,1441-09-01,Fri,Apr,Ramadhan,Center,Grande,840,Yes,12 hrs,SAR 576055.0,None,4153879,0,7,63720,SAR 3289219
2514,fil-2107,4/24/2020 0:00,1441-09-01,Fri,Apr,Ramadhan,Border,Hyper,765,No,12 hrs,SAR 93191.0,Regular,250194,75058,2,4171,SAR 183457
2515,fil-2108,4/24/2020 0:00,1441-09-01,Fri,Apr,Ramadhan,Center,Grande,1060,Yes,12 hrs,SAR 577254.0,None,2692809,0,10,29292,SAR 1685913
2516,fil-2109,4/24/2020 0:00,1441-09-01,Fri,Apr,Ramadhan,Center,Hyper,960,Yes,18 hrs,SAR 54286.0,Regular,1281623,768973,7,20868,SAR 983497
2517,fil-2110,4/24/2020 0:00,1441-09-01,Fri,Apr,Ramadhan,Border,Hyper,840,Yes,18 hrs,SAR 74670.0,None,412303,0,2,8254,SAR 367442
2518,fil-2111,4/24/2020 0:00,1441-09-01,Fri,Apr,Ramadhan,Center,Regular,265,Yes,12 hrs,SAR 2228.0,Regular,447167,178866,9,6616,SAR 332587
2519,fil-2101,4/25/2020 0:00,1441-09-02,Sat,Apr,Ramadhan,Center,Regular,150,No,12 hrs,SAR 5332.0,None,497753,0,7,6515,SAR 306357
2520,fil-2102,4/25/2020 0:00,1441-09-02,Sat,Apr,Ramadhan,Border,Hyper,1830,Yes,24 hrs,SAR 49966.0,None,352156,0,4,5586,SAR 290256
2521,fil-2103,4/25/2020 0:00,1441-09-02,Sat,Apr,Ramadhan,Center,Regular,465,Yes,12 hrs,SAR 6438.0,None,1072439,0,6,9716,SAR 470751
2522,fil-2104,4/25/2020 0:00,1441-09-02,Sat,Apr,Ramadhan,Center,Grande,1470,Yes,18 hrs,SAR 194422.0,None,2136404,0,10,21774,SAR 975166
2523,fil-2105,4/25/2020 0:00,1441-09-02,Sat,Apr,Ramadhan,Outskirts,Hyper,810,Yes,24 hrs,SAR 41062.0,None,217122,0,1,3272,SAR 179191
2524,fil-2106,4/25/2020 0:00,1441-09-02,Sat,Apr,Ramadhan,Center,Grande,840,Yes,12 hrs,SAR 415102.0,None,4153884,0,7,74042,SAR 3654978
2525,fil-2107,4/25/2020 0:00,1441-09-02,Sat,Apr,Ramadhan,Border,Hyper,765,No,12 hrs,SAR 72634.0,None,250188,0,2,3655,SAR 177531
2526,fil-2108,4/25/2020 0:00,1441-09-02,Sat,Apr,Ramadhan,Center,Grande,1060,Yes,12 hrs,SAR 603899.0,None,2692784,0,10,36401,SAR 1940601
2527,fil-2109,4/25/2020 0:00,1441-09-02,Sat,Apr,Ramadhan,Center,Hyper,960,Yes,18 hrs,SAR 61103.0,None,1281628,0,7,11052,SAR 501388
2528,fil-2110,4/25/2020 0:00,1441-09-02,Sat,Apr,Ramadhan,Border,Hyper,840,Yes,18 hrs,SAR 61912.0,None,412347,0,2,6280,SAR 318639
2529,fil-2111,4/25/2020 0:00,1441-09-02,Sat,Apr,Ramadhan,Center,Regular,265,Yes,12 hrs,SAR 2691.0,None,447180,0,9,4569,SAR 237360
2530,fil-2101,4/26/2020 0:00,1441-09-03,Sun,Apr,Ramadhan,Center,Regular,150,No,12 hrs,SAR 4936.0,Grand,497776,298665,7,9587,SAR 497913
2531,fil-2102,4/26/2020 0:00,1441-09-03,Sun,Apr,Ramadhan,Border,Hyper,1830,Yes,24 hrs,SAR 56213.0,None,352088,0,4,5710,SAR 280929
2532,fil-2103,4/26/2020 0:00,1441-09-03,Sun,Apr,Ramadhan,Center,Regular,465,Yes,12 hrs,SAR 5970.0,Grand,1072366,321709,6,10875,SAR 560359
2533,fil-2104,4/26/2020 0:00,1441-09-03,Sun,Apr,Ramadhan,Center,Grande,1470,Yes,18 hrs,SAR 230766.0,None,2136417,0,10,16450,SAR 913870
2534,fil-2105,4/26/2020 0:00,1441-09-03,Sun,Apr,Ramadhan,Outskirts,Hyper,810,Yes,24 hrs,SAR 41352.0,Grand,217146,86858,1,3825,SAR 189373
2535,fil-2106,4/26/2020 0:00,1441-09-03,Sun,Apr,Ramadhan,Center,Grande,840,Yes,12 hrs,SAR 505379.0,None,4153864,0,7,61323,SAR 3316270
2536,fil-2107,4/26/2020 0:00,1441-09-03,Sun,Apr,Ramadhan,Border,Hyper,765,No,12 hrs,SAR 92188.0,Grand,250209,150125,2,5342,SAR 245985
2537,fil-2108,4/26/2020 0:00,1441-09-03,Sun,Apr,Ramadhan,Center,Grande,1060,Yes,12 hrs,SAR 507098.0,None,2692855,0,10,44491,SAR 2595505
2538,fil-2109,4/26/2020 0:00,1441-09-03,Sun,Apr,Ramadhan,Center,Hyper,960,Yes,18 hrs,SAR 59457.0,Grand,1281659,384497,7,16687,SAR 805047
2539,fil-2110,4/26/2020 0:00,1441-09-03,Sun,Apr,Ramadhan,Border,Hyper,840,Yes,18 hrs,SAR 68600.0,None,412306,0,2,8857,SAR 499420
2540,fil-2111,4/26/2020 0:00,1441-09-03,Sun,Apr,Ramadhan,Center,Regular,265,Yes,12 hrs,SAR 2556.0,Grand,447216,178886,9,4244,SAR 221396
2541,fil-2101,4/27/2020 0:00,1441-09-04,Mon,Apr,Ramadhan,Center,Regular,150,No,12 hrs,SAR 5453.0,Regular,497754,248877,7,5769,SAR 315375
2542,fil-2102,4/27/2020 0:00,1441-09-04,Mon,Apr,Ramadhan,Border,Hyper,1830,Yes,24 hrs,SAR 56510.0,None,352178,0,4,6779,SAR 329488
2543,fil-2103,4/27/2020 0:00,1441-09-04,Mon,Apr,Ramadhan,Center,Regular,465,Yes,12 hrs,SAR 6715.0,Regular,1072372,536186,6,19534,SAR 980101
2544,fil-2104,4/27/2020 0:00,1441-09-04,Mon,Apr,Ramadhan,Center,Grande,1470,Yes,18 hrs,SAR 194311.0,None,2136404,0,10,38376,SAR 2144487
2545,fil-2105,4/27/2020 0:00,1441-09-04,Mon,Apr,Ramadhan,Outskirts,Hyper,810,Yes,24 hrs,SAR 43690.0,Regular,217123,86849,1,2563,SAR 136569
2546,fil-2106,4/27/2020 0:00,1441-09-04,Mon,Apr,Ramadhan,Center,Grande,840,Yes,12 hrs,SAR 511913.0,None,4153956,0,7,73375,SAR 3450422
2547,fil-2107,4/27/2020 0:00,1441-09-04,Mon,Apr,Ramadhan,Border,Hyper,765,No,12 hrs,SAR 80263.0,Regular,250228,75068,2,4252,SAR 231376
2548,fil-2108,4/27/2020 0:00,1441-09-04,Mon,Apr,Ramadhan,Center,Grande,1060,Yes,12 hrs,SAR 579409.0,None,2692819,0,10,46822,SAR 2498124
2549,fil-2109,4/27/2020 0:00,1441-09-04,Mon,Apr,Ramadhan,Center,Hyper,960,Yes,18 hrs,SAR 58137.0,Regular,1281630,768978,7,22957,SAR 1172180
2550,fil-2110,4/27/2020 0:00,1441-09-04,Mon,Apr,Ramadhan,Border,Hyper,840,Yes,18 hrs,SAR 61103.0,None,412361,0,2,8582,SAR 407978
2551,fil-2111,4/27/2020 0:00,1441-09-04,Mon,Apr,Ramadhan,Center,Regular,265,Yes,12 hrs,SAR 2131.0,Regular,447160,134148,9,8536,SAR 414483
2552,fil-2101,4/28/2020 0:00,1441-09-05,Tue,Apr,Ramadhan,Center,Regular,150,No,12 hrs,SAR 5978.0,None,497758,0,7,7494,SAR 379016
2553,fil-2102,4/28/2020 0:00,1441-09-05,Tue,Apr,Ramadhan,Border,Hyper,1830,Yes,24 hrs,SAR 64737.0,Regular,352131,211278,4,7029,SAR 375797
2554,fil-2103,4/28/2020 0:00,1441-09-05,Tue,Apr,Ramadhan,Center,Regular,465,Yes,12 hrs,SAR 5838.0,None,1072369,0,6,18378,SAR 1060882
2555,fil-2104,4/28/2020 0:00,1441-09-05,Tue,Apr,Ramadhan,Center,Grande,1470,Yes,18 hrs,SAR 213808.0,Regular,2136408,1281844,10,37013,SAR 1863038
2556,fil-2105,4/28/2020 0:00,1441-09-05,Tue,Apr,Ramadhan,Outskirts,Hyper,810,Yes,24 hrs,SAR 38038.0,None,217147,0,1,3455,SAR 186325
2557,fil-2106,4/28/2020 0:00,1441-09-05,Tue,Apr,Ramadhan,Center,Grande,840,Yes,12 hrs,SAR 576803.0,Regular,4153862,2492317,7,54099,SAR 2670464
2558,fil-2107,4/28/2020 0:00,1441-09-05,Tue,Apr,Ramadhan,Border,Hyper,765,No,12 hrs,SAR 84329.0,None,250183,0,2,5066,SAR 222069
2559,fil-2108,4/28/2020 0:00,1441-09-05,Tue,Apr,Ramadhan,Center,Grande,1060,Yes,12 hrs,SAR 649677.0,Regular,2692811,1077124,10,53252,SAR 2828245
2560,fil-2109,4/28/2020 0:00,1441-09-05,Tue,Apr,Ramadhan,Center,Hyper,960,Yes,18 hrs,SAR 51661.0,None,1281627,0,7,11688,SAR 583452
2561,fil-2110,4/28/2020 0:00,1441-09-05,Tue,Apr,Ramadhan,Border,Hyper,840,Yes,18 hrs,SAR 70560.0,Regular,412315,247389,2,9796,SAR 540914
2562,fil-2111,4/28/2020 0:00,1441-09-05,Tue,Apr,Ramadhan,Center,Regular,265,Yes,12 hrs,SAR 2450.0,None,447126,0,9,4475,SAR 184021
2563,fil-2101,4/29/2020 0:00,1441-09-06,Wed,Apr,Ramadhan,Center,Regular,150,No,12 hrs,SAR 5571.0,None,497755,0,7,8157,SAR 368994
2564,fil-2102,4/29/2020 0:00,1441-09-06,Wed,Apr,Ramadhan,Border,Hyper,1830,Yes,24 hrs,SAR 57651.0,Regular,352086,176043,4,3419,SAR 200793
2565,fil-2103,4/29/2020 0:00,1441-09-06,Wed,Apr,Ramadhan,Center,Regular,465,Yes,12 hrs,SAR 5474.0,None,1072373,0,6,19637,SAR 875817
2566,fil-2104,4/29/2020 0:00,1441-09-06,Wed,Apr,Ramadhan,Center,Grande,1470,Yes,18 hrs,SAR 199496.0,Regular,2136405,854562,10,23190,SAR 997072
2567,fil-2105,4/29/2020 0:00,1441-09-06,Wed,Apr,Ramadhan,Outskirts,Hyper,810,Yes,24 hrs,SAR 38365.0,None,217120,0,1,3716,SAR 194788
2568,fil-2106,4/29/2020 0:00,1441-09-06,Wed,Apr,Ramadhan,Center,Grande,840,Yes,12 hrs,SAR 554497.0,Regular,4153880,1661552,7,63691,SAR 3428946
2569,fil-2107,4/29/2020 0:00,1441-09-06,Wed,Apr,Ramadhan,Border,Hyper,765,No,12 hrs,SAR 89252.0,None,250184,0,2,6670,SAR 317972
2570,fil-2108,4/29/2020 0:00,1441-09-06,Wed,Apr,Ramadhan,Center,Grande,1060,Yes,12 hrs,SAR 557481.0,Regular,2692860,1077144,10,27434,SAR 1358053
2571,fil-2109,4/29/2020 0:00,1441-09-06,Wed,Apr,Ramadhan,Center,Hyper,960,Yes,18 hrs,SAR 49722.0,None,1281623,0,7,23991,SAR 1303604
2572,fil-2110,4/29/2020 0:00,1441-09-06,Wed,Apr,Ramadhan,Border,Hyper,840,Yes,18 hrs,SAR 81266.0,Regular,412302,164920,2,8221,SAR 420685
2573,fil-2111,4/29/2020 0:00,1441-09-06,Wed,Apr,Ramadhan,Center,Regular,265,Yes,12 hrs,SAR 2018.0,None,447184,0,9,6286,SAR 266888
2574,fil-2101,4/30/2020 0:00,1441-09-07,Thu,Apr,Ramadhan,Center,Regular,150,No,12 hrs,SAR 4978.0,None,497817,0,7,6907,SAR 312921
2575,fil-2102,4/30/2020 0:00,1441-09-07,Thu,Apr,Ramadhan,Border,Hyper,1830,Yes,24 hrs,SAR 54097.0,None,352123,0,4,2834,SAR 138108
2576,fil-2103,4/30/2020 0:00,1441-09-07,Thu,Apr,Ramadhan,Center,Regular,465,Yes,12 hrs,SAR 6590.0,None,1072370,0,6,18646,SAR 901901
2577,fil-2104,4/30/2020 0:00,1441-09-07,Thu,Apr,Ramadhan,Center,Grande,1470,Yes,18 hrs,SAR 185009.0,None,2136434,0,10,27965,SAR 1044939
2578,fil-2105,4/30/2020 0:00,1441-09-07,Thu,Apr,Ramadhan,Outskirts,Hyper,810,Yes,24 hrs,SAR 35293.0,None,217157,0,1,2639,SAR 143281
2579,fil-2106,4/30/2020 0:00,1441-09-07,Thu,Apr,Ramadhan,Center,Grande,840,Yes,12 hrs,SAR 583414.0,None,4153911,0,7,50245,SAR 2406320
2580,fil-2107,4/30/2020 0:00,1441-09-07,Thu,Apr,Ramadhan,Border,Hyper,765,No,12 hrs,SAR 68562.0,None,250204,0,2,3112,SAR 157064
2581,fil-2108,4/30/2020 0:00,1441-09-07,Thu,Apr,Ramadhan,Center,Grande,1060,Yes,12 hrs,SAR 584391.0,None,2692786,0,10,31020,SAR 1351871
2582,fil-2109,4/30/2020 0:00,1441-09-07,Thu,Apr,Ramadhan,Center,Hyper,960,Yes,18 hrs,SAR 57818.0,None,1281723,0,7,14050,SAR 737665
2583,fil-2110,4/30/2020 0:00,1441-09-07,Thu,Apr,Ramadhan,Border,Hyper,840,Yes,18 hrs,SAR 63447.0,None,412306,0,2,4576,SAR 219418
2584,fil-2111,4/30/2020 0:00,1441-09-07,Thu,Apr,Ramadhan,Center,Regular,265,Yes,12 hrs,SAR 2372.0,None,447223,0,9,3743,SAR 189893
2585,fil-2101,5/1/2020 0:00,1441-09-08,Fri,May,Ramadhan,Center,Regular,150,No,12 hrs,SAR 5685.0,None,497818,0,7,4664,SAR 246940
2586,fil-2102,5/1/2020 0:00,1441-09-08,Fri,May,Ramadhan,Border,Hyper,1830,Yes,24 hrs,SAR 57724.0,Grand,352084,211250,4,6978,SAR 346438
2587,fil-2103,5/1/2020 0:00,1441-09-08,Fri,May,Ramadhan,Center,Regular,465,Yes,12 hrs,SAR 5877.0,None,1072378,0,6,12337,SAR 599135
2588,fil-2104,5/1/2020 0:00,1441-09-08,Fri,May,Ramadhan,Center,Grande,1470,Yes,18 hrs,SAR 190379.0,Grand,2136410,854564,10,26495,SAR 1390697
2589,fil-2105,5/1/2020 0:00,1441-09-08,Fri,May,Ramadhan,Outskirts,Hyper,810,Yes,24 hrs,SAR 36972.0,None,217132,0,1,4263,SAR 219881
2590,fil-2106,5/1/2020 0:00,1441-09-08,Fri,May,Ramadhan,Center,Grande,840,Yes,12 hrs,SAR 489843.0,Grand,4153912,2492347,7,89043,SAR 4508351
2591,fil-2107,5/1/2020 0:00,1441-09-08,Fri,May,Ramadhan,Border,Hyper,765,No,12 hrs,SAR 75188.0,None,250195,0,2,6827,SAR 354938
